Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MW);Objednávky na predaj (MW);Zobchodovaný nákup (MW);Zobchodovaný predaj (MW);Rozdiel zobchodovaných  množstiev (MW);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MW);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MW)
10.8.2026;77;19:00 - 19:15;12522,2;228,8;51,5;40,1;11,4;271,70;253,81;190,01;320,00;309,60;91,6;253,81;91,6
10.8.2026;78;19:15 - 19:30;27492,5;277,2;134,8;44,2;90,6;299,83;281,75;195,00;340,74;270,00;179,0;281,75;179,0
10.8.2026;79;19:30 - 19:45;84315,5;267,7;65,1;35,1;30,0;315,43;315,17;265,63;349,49;265,63;100,2;315,17;100,2
10.8.2026;80;19:45 - 20:00;20561,7;545,7;70,8;54,4;16,4;311,39;290,31;194,27;365,27;334,99;125,2;290,31;125,2
10.8.2026;81;20:00 - 20:15;70755,1;120,7;20,2;18,8;1,4;293,28;293,88;240,64;320,00;266,00;39,0;293,88;39,0
10.8.2026;82;20:15 - 20:30;17415,9;188,4;20,7;35,5;-14,8;308,33;316,06;200,00;340,22;295,00;56,2;316,06;56,2
10.8.2026;83;20:30 - 20:45;9443,9;140,0;21,7;24,7;-3,0;291,32;294,04;248,19;320,00;279,99;46,4;294,04;46,4
10.8.2026;84;20:45 - 21:00;6878,6;219,0;25,9;17,8;8,1;256,16;246,09;205,00;311,42;272,96;43,7;246,09;43,7
10.8.2026;85;21:00 - 21:15;13685,7;319,4;11,5;10,9;0,6;280,23;281,48;254,52;286,10;286,10;22,4;281,48;22,4
10.8.2026;86;21:15 - 21:30;2108,3;260,7;17,2;17,6;-0,4;231,14;229,08;214,72;240,00;235,02;34,8;229,08;34,8
10.8.2026;87;21:30 - 21:45;13134,5;248,7;26,3;8,0;18,3;201,99;204,11;185,73;232,28;217,25;34,3;204,11;34,3
10.8.2026;88;21:45 - 22:00;36925,1;207,0;59,2;22,1;37,1;184,48;186,98;159,73;211,08;211,08;81,3;186,98;81,3
10.8.2026;89;22:00 - 22:15;13153,3;415,0;108,7;120,2;-11,5;192,57;195,99;178,38;210,85;200,50;228,9;195,99;228,9
10.8.2026;90;22:15 - 22:30;16798,8;817,3;106,8;125,6;-18,8;197,82;199,88;178,13;259,99;259,99;232,4;199,88;232,4
10.8.2026;91;22:30 - 22:45;51929,8;223,6;22,0;21,1;0,9;216,82;224,92;187,00;254,99;254,99;43,1;224,92;43,1
10.8.2026;92;22:45 - 23:00;13476,5;209,4;40,0;40,1;-0,1;243,78;258,58;190,00;297,00;297,00;80,1;258,58;80,1
10.8.2026;93;23:00 - 23:15;38523,8;140,6;37,6;31,0;6,6;201,55;200,64;199,50;210,50;210,50;68,6;200,64;68,6
10.8.2026;94;23:15 - 23:30;71680,0;108,8;21,6;24,6;-3,0;195,75;193,77;191,50;204,50;204,50;46,2;193,77;46,2
10.8.2026;95;23:30 - 23:45;50207,5;468,4;140,4;142,3;-1,9;198,29;213,29;181,93;297,00;264,99;282,7;213,29;282,7
10.8.2026;96;23:45 - 00:00;11673,6;222,0;122,4;140,8;-18,4;191,33;207,10;160,61;297,00;220,01;263,2;207,10;263,2
11.8.2026;1;00:00 - 00:15;81,8;40,4;29,7;3,9;25,8;207,28;213,20;182,03;315,70;184,96;33,6;213,20;33,6
11.8.2026;2;00:15 - 00:30;177,0;36,3;41,1;1,8;39,3;183,82;178,01;166,90;225,00;170,00;42,9;178,01;42,9
11.8.2026;3;00:30 - 00:45;104,6;225,0;22,2;7,6;14,6;179,49;179,95;171,32;183,79;183,79;29,8;179,95;29,8
11.8.2026;4;00:45 - 01:00;105,5;106,0;23,8;6,0;17,8;156,53;158,44;150,01;167,62;163,14;29,8;158,44;29,8
11.8.2026;5;01:00 - 01:15;829,3;60,7;31,2;1,9;29,3;173,25;172,57;168,17;180,04;180,00;33,1;172,57;33,1
11.8.2026;6;01:15 - 01:30;74,4;61,5;22,9;2,2;20,7;163,10;163,19;158,80;168,00;168,00;25,1;163,19;25,1
11.8.2026;7;01:30 - 01:45;161,5;62,6;29,5;2,2;27,3;156,41;156,60;150,33;161,98;153,03;31,7;156,60;31,7
11.8.2026;8;01:45 - 02:00;117,6;69,8;28,1;3,0;25,1;148,26;150,61;141,26;161,15;161,15;31,1;150,61;31,1
11.8.2026;9;02:00 - 02:15;130,5;39,1;11,2;2,0;9,2;159,40;159,59;154,96;163,99;163,99;13,2;159,59;13,2
11.8.2026;10;02:15 - 02:30;123,3;201,1;8,1;6,9;1,2;150,00;149,28;143,73;156,97;151,48;15,0;149,28;15,0
11.8.2026;11;02:30 - 02:45;130,1;84,0;8,5;31,3;-22,8;147,56;151,36;138,02;156,62;156,62;39,8;151,36;39,8
11.8.2026;12;02:45 - 03:00;151,0;152,6;7,2;24,7;-17,5;140,59;141,64;137,88;147,80;139,54;31,9;141,64;31,9
11.8.2026;13;03:00 - 03:15;114,5;106,6;12,4;7,0;5,4;143,60;143,52;137,40;156,55;143,78;19,4;143,52;19,4
11.8.2026;14;03:15 - 03:30;71,4;66,0;11,1;6,2;4,9;140,52;141,57;136,82;145,56;145,00;17,3;141,57;17,3
11.8.2026;15;03:30 - 03:45;97,2;52,2;12,7;7,8;4,9;140,03;139,14;135,53;152,68;141,39;20,5;139,14;20,5
11.8.2026;16;03:45 - 04:00;206,8;73,9;17,1;4,8;12,3;138,95;138,50;133,90;143,50;138,42;21,9;138,50;21,9
11.8.2026;17;04:00 - 04:15;99,9;80,4;11,9;11,9;0,0;140,17;140,01;135,60;145,57;145,57;23,8;140,01;23,8
11.8.2026;18;04:15 - 04:30;88,2;49,8;7,1;3,7;3,4;139,65;139,55;137,20;143,52;138,31;10,8;139,55;10,8
11.8.2026;19;04:30 - 04:45;302,0;54,1;28,3;4,3;24,0;143,27;144,04;139,02;147,01;147,01;32,6;144,04;32,6
11.8.2026;20;04:45 - 05:00;69,5;80,6;10,6;7,2;3,4;163,91;198,41;140,63;297,00;297,00;17,8;198,41;17,8
11.8.2026;21;05:00 - 05:15;263,6;49,8;10,3;7,0;3,3;157,74;158,19;140,45;170,00;170,00;17,3;158,19;17,3
11.8.2026;22;05:15 - 05:30;758,4;57,0;18,9;1,9;17,0;154,65;158,34;142,45;161,85;156,80;20,8;158,34;20,8
11.8.2026;23;05:30 - 05:45;245,9;47,2;35,4;1,5;33,9;160,05;160,53;153,19;169,11;156,81;36,9;160,53;36,9
11.8.2026;24;05:45 - 06:00;138,1;54,0;50,6;3,1;47,5;158,15;157,51;152,80;169,02;155,19;53,7;157,51;53,7
11.8.2026;25;06:00 - 06:15;201,6;91,4;12,9;2,6;10,3;164,95;164,48;148,73;171,98;160,29;15,5;164,48;15,5
11.8.2026;26;06:15 - 06:30;165,3;73,4;21,6;1,3;20,3;162,08;162,22;156,16;168,05;160,20;22,9;162,22;22,9
11.8.2026;27;06:30 - 06:45;132,7;84,1;17,6;7,9;9,7;163,02;163,95;154,84;168,54;168,54;25,5;163,95;25,5
11.8.2026;28;06:45 - 07:00;82,5;101,4;7,3;6,0;1,3;164,68;165,33;159,66;171,68;168,82;13,3;165,33;13,3
11.8.2026;29;07:00 - 07:15;208,1;86,4;20,3;5,7;14,6;167,00;168,16;161,84;172,07;171,68;26,0;168,16;26,0
11.8.2026;30;07:15 - 07:30;270,0;62,9;40,9;8,6;32,3;159,61;159,56;154,49;166,74;155,71;49,5;159,56;49,5
11.8.2026;31;07:30 - 07:45;618,2;82,7;42,2;0,0;42,2;155,07;154,24;147,96;163,10;151,89;42,2;154,24;42,2
11.8.2026;32;07:45 - 08:00;714,3;146,5;27,2;0,8;26,4;149,61;148,06;143,48;157,95;148,01;28,0;148,06;28,0
11.8.2026;33;08:00 - 08:15;1074,3;13132,7;46,4;9,7;36,7;163,91;164,45;158,81;168,60;165,40;56,1;164,45;56,1
11.8.2026;34;08:15 - 08:30;19766,5;7469,2;37,0;0,7;36,3;158,95;162,28;143,10;166,60;143,10;37,7;162,28;37,7
11.8.2026;35;08:30 - 08:45;7072,7;9252,1;35,2;3,0;32,2;156,29;157,52;145,55;161,34;159,54;38,2;157,52;38,2
11.8.2026;36;08:45 - 09:00;9248,9;3159,3;23,5;4,2;19,3;142,17;143,12;117,84;148,77;144,86;27,7;143,12;27,7
11.8.2026;37;09:00 - 09:15;5692,6;2640,1;58,7;16,1;42,6;157,82;158,78;121,80;169,00;121,80;74,8;158,78;74,8
11.8.2026;38;09:15 - 09:30;12691,4;160,1;73,8;62,2;11,6;125,49;125,93;85,02;145,87;85,02;136,0;125,93;136,0
11.8.2026;39;09:30 - 09:45;9411,4;9096,7;374,0;123,5;250,5;105,07;104,67;79,89;129,68;111,50;497,5;104,67;497,5
11.8.2026;40;09:45 - 10:00;13128,6;598,9;444,4;100,0;344,4;85,31;86,50;64,92;117,41;90,99;544,4;86,50;544,4
11.8.2026;41;10:00 - 10:15;15590,4;3843,8;402,2;88,3;313,9;94,05;93,62;50,01;109,03;50,01;490,5;93,62;490,5
11.8.2026;42;10:15 - 10:30;11260,3;11151,5;87,8;55,8;32,0;73,26;71,77;15,09;88,42;15,09;143,6;71,77;143,6
11.8.2026;43;10:30 - 10:45;6245,4;819,2;68,4;41,7;26,7;71,19;72,74;61,94;86,00;81,00;110,1;72,74;110,1
11.8.2026;44;10:45 - 11:00;878,2;1199,2;154,1;155,2;-1,1;72,71;71,46;54,63;103,71;99,00;309,3;71,46;309,3
11.8.2026;45;11:00 - 11:15;18481,6;2436,2;63,8;70,9;-7,1;77,32;79,13;49,20;108,24;61,90;134,7;79,13;134,7
11.8.2026;46;11:15 - 11:30;16686,1;6431,3;69,6;55,0;14,6;78,22;75,75;42,14;97,50;64,40;124,6;75,75;124,6
11.8.2026;47;11:30 - 11:45;16876,2;14725,3;70,1;86,0;-15,9;76,70;76,09;30,47;96,11;93,00;156,1;76,09;156,1
11.8.2026;48;11:45 - 12:00;11096,6;16356,2;93,9;106,4;-12,5;78,01;78,79;28,27;100,72;85,00;200,3;78,79;200,3
11.8.2026;49;12:00 - 12:15;18257,0;8331,7;74,2;77,2;-3,0;78,78;82,97;59,70;106,12;84,99;151,4;82,97;151,4
11.8.2026;50;12:15 - 12:30;12523,5;1084,4;27,8;61,3;-33,5;79,83;80,38;60,20;108,35;107,29;89,1;80,38;89,1
11.8.2026;51;12:30 - 12:45;16998,5;5828,1;66,2;94,2;-28,0;80,76;80,41;59,76;117,75;60,01;160,4;80,41;160,4
11.8.2026;52;12:45 - 13:00;13910,1;1367,3;75,3;67,4;7,9;79,86;82,47;58,48;106,72;69,16;142,7;82,47;142,7
11.8.2026;53;13:00 - 13:15;3805,6;1325,2;43,5;59,6;-16,1;83,52;90,14;52,30;117,82;107,65;103,1;90,14;103,1
11.8.2026;54;13:15 - 13:30;16569,5;1330,2;86,4;87,0;-0,6;85,84;85,20;38,84;114,90;113,13;173,4;85,20;173,4
11.8.2026;55;13:30 - 13:45;14903,1;2037,0;55,1;68,6;-13,5;92,69;96,98;59,97;120,33;118,01;123,7;96,98;123,7
11.8.2026;56;13:45 - 14:00;18339,3;1662,7;83,3;85,9;-2,6;87,91;91,23;54,79;125,46;119,74;169,2;91,23;169,2
11.8.2026;57;14:00 - 14:15;19670,6;668,2;99,7;76,6;23,1;84,65;84,72;38,08;121,30;99,00;176,3;84,72;176,3
11.8.2026;58;14:15 - 14:30;4156,3;1345,7;70,2;46,9;23,3;86,89;84,65;66,70;132,63;109,00;117,1;84,65;117,1
11.8.2026;59;14:30 - 14:45;793,5;1121,6;115,4;70,4;45,0;99,04;98,00;40,63;150,00;150,00;185,8;98,00;185,8
11.8.2026;60;14:45 - 15:00;657,0;1341,3;132,0;65,1;66,9;100,20;100,13;42,46;129,50;99,00;197,1;100,13;197,1
11.8.2026;61;15:00 - 15:15;13786,1;1208,2;113,5;83,5;30,0;95,26;94,02;66,50;120,63;105,38;197,0;94,02;197,0
11.8.2026;62;15:15 - 15:30;785,6;790,5;87,0;41,7;45,3;101,83;101,83;71,57;121,12;98,00;128,7;101,83;128,7
11.8.2026;63;15:30 - 15:45;916,5;857,9;43,4;37,3;6,1;117,21;119,59;51,24;140,68;127,11;80,7;119,59;80,7
11.8.2026;64;15:45 - 16:00;1216,6;1009,1;70,1;70,1;0,0;130,10;132,04;61,67;153,38;123,99;140,2;132,04;140,2
11.8.2026;65;16:00 - 16:15;520,0;447,7;88,4;73,9;14,5;102,22;103,38;50,26;120,60;89,10;162,3;103,38;162,3
11.8.2026;66;16:15 - 16:30;23528,8;693,4;377,3;78,5;298,8;112,70;113,08;42,86;141,55;127,30;455,8;113,08;455,8
11.8.2026;67;16:30 - 16:45;1574,3;407,0;47,7;64,5;-16,8;144,93;146,04;80,92;196,01;190,00;112,2;146,04;112,2
11.8.2026;68;16:45 - 17:00;2450,0;559,8;144,3;122,7;21,6;184,92;186,41;119,13;248,30;187,00;267,0;186,41;267,0
11.8.2026;69;17:00 - 17:15;453,2;289,1;79,6;49,8;29,8;160,06;160,84;106,84;181,67;180,00;129,4;160,84;129,4
11.8.2026;70;17:15 - 17:30;315,2;312,9;51,6;33,7;17,9;188,40;187,69;163,10;209,41;176,52;85,3;187,69;85,3
11.8.2026;71;17:30 - 17:45;11229,5;399,1;33,1;38,1;-5,0;214,35;217,18;184,00;249,98;249,98;71,2;217,18;71,2
11.8.2026;72;17:45 - 18:00;6041,3;681,4;51,8;41,0;10,8;230,29;233,10;202,73;262,09;232,80;92,8;233,10;92,8
11.8.2026;73;18:00 - 18:15;457,4;402,7;82,6;102,2;-19,6;205,62;205,12;162,14;226,00;224,00;184,8;205,12;184,8
11.8.2026;74;18:15 - 18:30;568,0;513,1;85,0;67,1;17,9;212,54;210,32;178,46;225,77;210,00;152,1;210,32;152,1
11.8.2026;75;18:30 - 18:45;493,6;370,3;82,1;76,1;6,0;215,51;213,35;195,22;239,25;231,46;158,2;213,35;158,2
11.8.2026;76;18:45 - 19:00;1006,2;389,4;74,7;72,9;1,8;220,55;221,46;203,00;237,99;215,32;147,6;221,46;147,6
11.8.2026;77;19:00 - 19:15;304,3;411,3;63,8;76,1;-12,3;202,91;203,59;169,08;225,90;200,00;139,9;203,59;139,9
11.8.2026;78;19:15 - 19:30;250,7;388,1;32,3;40,9;-8,6;212,78;211,10;182,40;244,78;227,09;73,2;211,10;73,2
11.8.2026;79;19:30 - 19:45;440,4;398,5;47,9;50,5;-2,6;221,35;222,96;204,34;238,81;230,90;98,4;222,96;98,4
11.8.2026;80;19:45 - 20:00;736,8;767,5;68,3;104,4;-36,1;264,32;275,08;235,29;343,14;329,98;172,7;275,08;172,7
11.8.2026;81;20:00 - 20:15;702,5;556,7;63,1;41,2;21,9;236,32;232,48;215,66;263,90;243,90;104,3;232,48;104,3
11.8.2026;82;20:15 - 20:30;4090,7;2044,5;46,0;30,0;16,0;247,50;245,62;225,41;265,67;244,40;76,0;245,62;76,0
11.8.2026;83;20:30 - 20:45;2719,4;413,0;81,8;33,4;48,4;239,88;235,56;219,41;277,99;221,20;115,2;235,56;115,2
11.8.2026;84;20:45 - 21:00;698,5;364,0;58,8;40,8;18,0;232,86;230,05;209,26;257,39;220,19;99,6;230,05;99,6
11.8.2026;85;21:00 - 21:15;702,1;391,9;97,3;68,6;28,7;238,11;238,56;215,22;262,00;262,00;165,9;238,56;165,9
11.8.2026;86;21:15 - 21:30;412,0;410,0;76,7;66,4;10,3;221,21;220,27;204,79;254,00;254,00;143,1;220,27;143,1
11.8.2026;87;21:30 - 21:45;656,4;440,2;56,4;30,3;26,1;208,91;209,74;195,01;223,59;223,59;86,7;209,74;86,7
11.8.2026;88;21:45 - 22:00;1492,6;298,0;18,7;45,2;-26,5;199,51;199,83;182,36;213,41;201,68;63,9;199,83;63,9
11.8.2026;89;22:00 - 22:15;3284,8;465,6;56,2;48,8;7,4;218,60;220,38;193,14;263,93;254,96;105,0;220,38;105,0
11.8.2026;90;22:15 - 22:30;3269,8;655,0;27,1;62,5;-35,4;234,71;243,61;187,49;290,27;241,08;89,6;243,61;89,6
