Obchodný deň;Číslo periódy;Perióda;Objednávky na nákup (MW);Objednávky na predaj (MW);Zobchodovaný nákup (MW);Zobchodovaný predaj (MW);Rozdiel zobchodovaných  množstiev (MW);Priemerná cena obchodov (EUR/MWh);Váženy priemer cien všetkých obchodov (EUR/MWh);Minimálna cena (EUR/MWh);Maximálna cena (EUR/MWh);Posledná cena (EUR/MWh);Zobchodované množstvo (MW);Vážený priemer cien zobchodovaných jednoduchých objednávok (EUR/MWh);Zobchodované množstvo jednoduchých objednávok (MW)
9.8.2026;14;03:15 - 03:30;122,2;30,9;1,2;6,0;-4,8;102,96;104,63;0,00;145,32;145,32;7,2;104,63;7,2
9.8.2026;15;03:30 - 03:45;107,2;37,3;1,2;11,0;-9,8;91,59;122,57;0,00;149,89;149,89;12,2;122,57;12,2
9.8.2026;16;03:45 - 04:00;115,0;74,7;1,0;12,4;-11,4;110,73;127,41;0,00;149,89;149,89;13,4;127,41;13,4
9.8.2026;17;04:00 - 04:15;95,7;59,3;1,1;1,1;0,0;66,10;12,02;0,00;132,40;132,40;2,2;12,02;2,2
9.8.2026;18;04:15 - 04:30;85,6;34,2;1,0;1,0;0,0;0,00;0,00;0,00;0,00;0,00;2,0;0,00;2,0
9.8.2026;19;04:30 - 04:45;105,7;33,2;11,2;1,0;10,2;100,45;117,55;0,00;140,69;140,69;12,2;117,55;12,2
9.8.2026;20;04:45 - 05:00;95,6;40,7;11,0;1,0;10,0;71,18;118,63;0,00;142,35;142,35;12,0;118,63;12,0
9.8.2026;21;05:00 - 05:15;147,1;47,4;13,3;1,3;12,0;111,61;129,25;0,00;144,18;144,18;14,6;129,25;14,6
9.8.2026;22;05:15 - 05:30;158,8;221,5;3,3;9,0;-5,7;141,36;179,04;0,00;297,00;297,00;12,3;179,04;12,3
9.8.2026;23;05:30 - 05:45;152,7;156,6;1,3;2,4;-1,1;79,86;83,55;0,00;139,45;139,45;3,7;83,55;3,7
9.8.2026;24;05:45 - 06:00;118,7;97,4;3,7;3,0;0,7;97,18;96,48;0,00;146,76;146,60;6,7;96,48;6,7
9.8.2026;25;06:00 - 06:15;145,5;67,4;11,5;1,1;10,4;118,44;127,54;0,00;154,00;154,00;12,6;127,54;12,6
9.8.2026;26;06:15 - 06:30;100,3;54,5;4,0;6,2;-2,2;115,08;118,86;0,00;148,68;148,68;10,2;118,86;10,2
9.8.2026;27;06:30 - 06:45;123,7;61,3;11,0;1,0;10,0;82,93;115,18;0,00;138,22;138,22;12,0;115,18;12,0
9.8.2026;28;06:45 - 07:00;102,7;57,3;1,0;1,0;0,0;0,00;0,00;0,00;0,00;0,00;2,0;0,00;2,0
9.8.2026;29;07:00 - 07:15;160,3;44,0;16,2;1,0;15,2;112,86;125,64;0,00;144,48;144,48;17,2;125,64;17,2
9.8.2026;30;07:15 - 07:30;323,2;99,0;27,7;1,0;26,7;105,70;121,32;0,00;132,36;131,67;28,7;121,32;28,7
9.8.2026;31;07:30 - 07:45;6546,7;129,4;32,7;1,0;31,7;110,76;114,01;0,00;125,76;125,76;33,7;114,01;33,7
9.8.2026;32;07:45 - 08:00;211,6;128,4;4,1;1,0;3,1;61,99;62,30;0,00;105,16;105,16;5,1;62,30;5,1
9.8.2026;33;08:00 - 08:15;1205,1;9668,4;51,1;8,8;42,3;125,61;126,73;100,04;132,57;100,04;59,9;126,73;59,9
9.8.2026;34;08:15 - 08:30;362,7;21318,8;10,9;5,0;5,9;109,88;111,04;98,89;124,59;120,00;15,9;111,04;15,9
9.8.2026;35;08:30 - 08:45;238,9;25623,7;42,6;24,4;18,2;98,72;98,61;77,49;111,93;103,80;67,0;98,61;67,0
9.8.2026;36;08:45 - 09:00;576,3;434,0;44,1;27,6;16,5;63,30;62,36;43,52;85,99;65,69;71,7;62,36;71,7
9.8.2026;37;09:00 - 09:15;688,1;632,7;32,8;25,1;7,7;55,08;55,85;32,68;86,50;39,00;57,9;55,85;57,9
9.8.2026;38;09:15 - 09:30;542,1;473,4;140,5;34,1;106,4;35,22;37,24;4,59;52,37;25,47;174,6;37,24;174,6
9.8.2026;39;09:30 - 09:45;2805,9;20380,1;164,2;47,3;116,9;22,78;23,47;-2,19;32,77;15,72;211,5;23,47;211,5
9.8.2026;40;09:45 - 10:00;15336,9;7092,0;168,5;46,8;121,7;12,15;12,83;-3,00;21,57;5,40;215,3;12,83;215,3
9.8.2026;41;10:00 - 10:15;830,1;655,6;96,2;76,2;20,0;4,61;4,66;-2,88;11,82;1,51;172,4;4,66;172,4
9.8.2026;42;10:15 - 10:30;16616,4;772,4;64,6;70,7;-6,1;-0,32;-0,31;-5,90;6,74;-3,68;135,3;-0,31;135,3
9.8.2026;43;10:30 - 10:45;271,3;172,3;15,3;28,2;-12,9;-0,28;-0,01;-4,21;4,88;-0,31;43,5;-0,01;43,5
9.8.2026;44;10:45 - 11:00;392,8;375,4;46,2;64,0;-17,8;-2,95;-3,09;-6,76;1,00;-1,94;110,2;-3,09;110,2
9.8.2026;45;11:00 - 11:15;367,1;286,9;52,9;25,9;27,0;-2,90;-3,28;-8,70;-0,06;-6,67;78,8;-3,28;78,8
9.8.2026;46;11:15 - 11:30;443,5;358,1;24,9;20,8;4,1;-4,03;-3,35;-7,95;-1,30;-6,46;45,7;-3,35;45,7
9.8.2026;47;11:30 - 11:45;445,6;257,5;40,8;32,4;8,4;-5,12;-5,19;-8,85;-0,60;-8,13;73,2;-5,19;73,2
9.8.2026;48;11:45 - 12:00;366,9;293,5;25,9;25,8;0,1;-4,20;-4,96;-10,50;-0,09;-10,50;51,7;-4,96;51,7
9.8.2026;49;12:00 - 12:15;373,2;254,1;20,0;31,1;-11,1;-3,45;-2,52;-15,72;0,00;-3,86;51,1;-2,52;51,1
9.8.2026;50;12:15 - 12:30;23555,5;282,0;21,8;41,0;-19,2;-4,70;-4,08;-13,10;1,00;-13,10;62,8;-4,08;62,8
9.8.2026;51;12:30 - 12:45;693,1;555,0;17,9;31,7;-13,8;-4,29;-5,28;-11,00;1,98;-8,21;49,6;-5,28;49,6
9.8.2026;52;12:45 - 13:00;17315,1;327,2;23,5;32,9;-9,4;-4,52;-4,57;-17,18;-0,01;-7,40;56,4;-4,57;56,4
9.8.2026;53;13:00 - 13:15;438,4;320,0;9,3;29,9;-20,6;-6,21;-6,61;-12,61;0,24;-10,01;39,2;-6,61;39,2
9.8.2026;54;13:15 - 13:30;627,8;343,9;20,3;33,8;-13,5;-6,03;-5,82;-10,92;0,25;-9,41;54,1;-5,82;54,1
9.8.2026;55;13:30 - 13:45;440,2;351,8;27,3;44,2;-16,9;-8,04;-7,99;-19,12;-0,11;-5,61;71,5;-7,99;71,5
9.8.2026;56;13:45 - 14:00;169,6;530,9;38,7;47,3;-8,6;-5,88;-6,12;-11,32;1,91;-5,14;86,0;-6,12;86,0
9.8.2026;57;14:00 - 14:15;304,2;396,8;37,4;26,4;11,0;-2,24;-2,99;-9,09;5,00;-2,30;63,8;-2,99;63,8
9.8.2026;58;14:15 - 14:30;8302,4;334,9;38,4;53,7;-15,3;-4,29;-4,27;-8,01;-0,50;-0,61;92,1;-4,27;92,1
9.8.2026;59;14:30 - 14:45;22838,3;415,4;38,6;77,8;-39,2;-2,90;-3,20;-8,41;0,20;-1,39;116,4;-3,20;116,4
9.8.2026;60;14:45 - 15:00;15138,2;254,5;40,3;63,1;-22,8;-2,81;-3,11;-5,84;0,30;0,15;103,4;-3,11;103,4
9.8.2026;61;15:00 - 15:15;602,2;238,3;32,7;39,1;-6,4;-1,21;-2,29;-5,83;0,72;-0,40;71,8;-2,29;71,8
9.8.2026;62;15:15 - 15:30;382,2;271,2;23,8;74,0;-50,2;-0,37;-0,04;-14,38;4,79;-0,53;97,8;-0,04;97,8
9.8.2026;63;15:30 - 15:45;429,9;242,2;6,1;68,0;-61,9;3,00;2,38;-0,05;10,50;0,23;74,1;2,38;74,1
9.8.2026;64;15:45 - 16:00;835,0;317,3;22,5;64,4;-41,9;0,66;0,27;-1,99;4,80;0,08;86,9;0,27;86,9
9.8.2026;65;16:00 - 16:15;448,0;1773,1;44,6;126,1;-81,5;11,03;10,39;-15,96;28,48;11,00;170,7;10,39;170,7
9.8.2026;66;16:15 - 16:30;299,0;1783,1;42,0;109,9;-67,9;20,66;17,19;-1,71;42,77;39,98;151,9;17,19;151,9
9.8.2026;67;16:30 - 16:45;410,4;1768,0;48,4;121,8;-73,4;40,73;41,16;1,16;77,96;53,14;170,2;41,16;170,2
9.8.2026;68;16:45 - 17:00;1164,1;2181,5;97,7;120,6;-22,9;81,04;82,01;15,76;105,92;94,61;218,3;82,01;218,3
9.8.2026;69;17:00 - 17:15;520,5;554,7;48,4;189,1;-140,7;67,11;72,25;13,18;99,98;99,98;237,5;72,25;237,5
9.8.2026;70;17:15 - 17:30;12043,2;452,8;42,5;85,2;-42,7;107,79;109,64;74,44;127,90;79,36;127,7;109,64;127,7
9.8.2026;71;17:30 - 17:45;9176,3;653,1;116,6;204,7;-88,1;144,22;144,89;101,27;158,09;156,81;321,3;144,89;321,3
9.8.2026;72;17:45 - 18:00;1638,2;920,1;154,1;217,8;-63,7;152,69;152,82;136,02;170,78;152,15;371,9;152,82;371,9
9.8.2026;73;18:00 - 18:15;331,1;14764,3;35,9;166,6;-130,7;129,93;131,14;122,22;145,60;122,22;202,5;131,14;202,5
9.8.2026;74;18:15 - 18:30;320,7;525,6;52,9;156,9;-104,0;150,74;150,45;147,84;158,62;156,35;209,8;150,45;209,8
9.8.2026;75;18:30 - 18:45;402,8;463,2;58,2;105,8;-47,6;155,00;154,29;147,16;161,34;147,16;164,0;154,29;164,0
9.8.2026;76;18:45 - 19:00;1571,4;264,5;66,2;107,1;-40,9;161,50;161,48;152,66;170,16;159,80;173,3;161,48;173,3
9.8.2026;77;19:00 - 19:15;315,1;348,6;29,3;39,8;-10,5;154,88;153,83;145,35;173,46;159,39;69,1;153,83;69,1
9.8.2026;78;19:15 - 19:30;369,9;318,5;23,7;31,7;-8,0;158,44;156,44;140,45;172,18;160,66;55,4;156,44;55,4
9.8.2026;79;19:30 - 19:45;3805,0;382,3;45,4;42,3;3,1;163,31;163,92;148,91;190,18;190,18;87,7;163,92;87,7
9.8.2026;80;19:45 - 20:00;10879,7;408,7;55,5;29,4;26,1;170,34;169,48;149,69;187,35;170,03;84,9;169,48;84,9
9.8.2026;81;20:00 - 20:15;2161,2;427,0;48,3;34,9;13,4;170,73;170,04;157,82;185,31;171,85;83,2;170,04;83,2
9.8.2026;82;20:15 - 20:30;1231,9;152,2;42,4;26,6;15,8;170,10;169,85;158,05;178,99;178,99;69,0;169,85;69,0
9.8.2026;83;20:30 - 20:45;485,4;156,3;35,9;16,4;19,5;173,11;172,46;161,07;180,00;167,69;52,3;172,46;52,3
9.8.2026;84;20:45 - 21:00;454,0;256,1;31,3;28,5;2,8;169,90;169,53;156,62;178,38;161,07;59,8;169,53;59,8
9.8.2026;85;21:00 - 21:15;508,4;134,5;37,1;29,9;7,2;173,43;173,60;160,01;180,52;178,90;67,0;173,60;67,0
9.8.2026;86;21:15 - 21:30;244,8;230,2;31,5;46,6;-15,1;169,98;170,18;159,69;182,77;179,83;78,1;170,18;78,1
9.8.2026;87;21:30 - 21:45;460,3;169,2;47,3;38,8;8,5;167,15;166,80;157,31;177,19;166,50;86,1;166,80;86,1
9.8.2026;88;21:45 - 22:00;298,7;538,8;27,3;34,2;-6,9;160,85;162,00;140,00;172,98;152,79;61,5;162,00;61,5
9.8.2026;89;22:00 - 22:15;1137,2;273,3;62,1;107,6;-45,5;163,43;160,47;145,45;175,48;170,06;169,7;160,47;169,7
